settlement_id,from_user_id,to_user_id,group_id,amount,date,status,note
STL_00000052,USR_0450,USR_0543,GRP_0001,32.62,2025-05-09,pending,Payment for shared expenses
STL_00000053,USR_0450,USR_0491,GRP_0001,439.56,2025-07-08,completed,Settlement for friends expenses
STL_00000054,USR_0450,USR_0543,GRP_0001,159.85,2025-07-08,completed,Monthly settlement for Weekend Warriors
STL_00000055,USR_0719,USR_0491,GRP_0001,216.94,2025-09-06,completed,Payment for shared expenses
STL_00000056,USR_0719,USR_0543,GRP_0001,79.03,2025-09-06,completed,Clearing balance - September 2025
STL_00000057,USR_0450,USR_0491,GRP_0001,167.86,2025-11-05,completed,Clearing balance - November 2025
STL_00000058,USR_0450,USR_0543,GRP_0001,129.65,2025-11-05,completed,Payment for shared expenses
STL_00000059,USR_0290,USR_0348,GRP_0002,57.1,2021-06-14,completed,Settlement for office expenses
STL_00000060,USR_0147,USR_0543,GRP_0002,111.39,2021-07-14,completed,Clearing balance - July 2021
STL_00000061,USR_0147,USR_0260,GRP_0002,18.64,2021-07-14,pending,Clearing balance - July 2021
STL_00000062,USR_0147,USR_0348,GRP_0002,5.36,2021-07-14,completed,Monthly settlement for Floor 97 Gang
STL_00000063,USR_0290,USR_0543,GRP_0002,133.75,2021-08-13,completed,Clearing balance - August 2021
STL_00000064,USR_0290,USR_0348,GRP_0002,45.4,2021-08-13,completed,Clearing balance - August 2021
STL_00000065,USR_0993,USR_0348,GRP_0002,20.98,2021-08-13,completed,Settlement for office expenses
STL_00000066,USR_0993,USR_0260,GRP_0002,40.62,2021-08-13,completed,Clearing balance - August 2021
STL_00000067,USR_0290,USR_0543,GRP_0002,91.26,2021-09-12,completed,Settlement for office expenses
STL_00000068,USR_0290,USR_0348,GRP_0002,41.85,2021-09-12,completed,Payment for shared expenses
STL_00000069,USR_0290,USR_0260,GRP_0002,2.39,2021-09-12,completed,Monthly settlement for Floor 97 Gang
STL_00000070,USR_0993,USR_0260,GRP_0002,6.54,2021-09-12,completed,Clearing balance - September 2021
STL_00000071,USR_0993,USR_0543,GRP_0002,86.9,2021-10-12,completed,Settlement for office expenses
STL_00000072,USR_0993,USR_0348,GRP_0002,38.67,2021-10-12,pending,Monthly settlement for Floor 97 Gang
STL_00000073,USR_0993,USR_0260,GRP_0002,7.38,2021-10-12,completed,Payment for shared expenses
STL_00000074,USR_0993,USR_0348,GRP_0002,94.86,2021-11-11,completed,Settlement for office expenses
STL_00000075,USR_0290,USR_0348,GRP_0002,36.66,2021-11-11,completed,Clearing balance - November 2021
STL_00000076,USR_0260,USR_0348,GRP_0002,19.23,2021-11-11,completed,Payment for shared expenses
STL_00000077,USR_0260,USR_0543,GRP_0002,14.94,2021-11-11,completed,Settlement for office expenses
STL_00000078,USR_0147,USR_0543,GRP_0002,30.36,2021-11-11,completed,Monthly settlement for Floor 97 Gang
STL_00000079,USR_0993,USR_0348,GRP_0002,136.16,2021-12-11,pending,Settlement for office expenses
STL_00000080,USR_0290,USR_0348,GRP_0002,43.55,2021-12-11,completed,Payment for shared expenses
STL_00000081,USR_0290,USR_0543,GRP_0002,49.38,2021-12-11,completed,Payment for shared expenses
STL_00000082,USR_0147,USR_0543,GRP_0002,73.73,2021-12-11,completed,Settlement for office expenses
STL_00000083,USR_0147,USR_0163,GRP_0002,7.83,2021-12-11,completed,Clearing balance - December 2021
STL_00000084,USR_0260,USR_0163,GRP_0002,41.27,2021-12-11,completed,Clearing balance - December 2021
STL_00000085,USR_0290,USR_0348,GRP_0002,126.3,2022-01-10,completed,Clearing balance - January 2022
STL_00000086,USR_0260,USR_0348,GRP_0002,70.21,2022-01-10,pending,Monthly settlement for Floor 97 Gang
STL_00000087,USR_0147,USR_0348,GRP_0002,56.01,2022-01-10,completed,Clearing balance - January 2022
STL_00000088,USR_0147,USR_0543,GRP_0002,10.88,2022-01-10,completed,Monthly settlement for Floor 97 Gang
STL_00000089,USR_0993,USR_0543,GRP_0002,39.47,2022-01-10,completed,Settlement for office expenses
STL_00000090,USR_0147,USR_0348,GRP_0002,68.13,2022-02-09,completed,Payment for shared expenses
STL_00000091,USR_0290,USR_0348,GRP_0002,58.28,2022-02-09,completed,Monthly settlement for Floor 97 Gang
STL_00000092,USR_0993,USR_0348,GRP_0002,7.1,2022-02-09,completed,Settlement for office expenses
STL_00000093,USR_0290,USR_0348,GRP_0002,74.19,2022-03-11,completed,Clearing balance - March 2022
STL_00000094,USR_0163,USR_0348,GRP_0002,46.28,2022-03-11,completed,Payment for shared expenses
STL_00000095,USR_0163,USR_0348,GRP_0002,74.6,2022-04-10,completed,Settlement for office expenses
STL_00000096,USR_0290,USR_0348,GRP_0002,63.05,2022-04-10,completed,Payment for shared expenses
STL_00000097,USR_0147,USR_0348,GRP_0002,13.82,2022-04-10,rejected,Payment for shared expenses
STL_00000098,USR_0147,USR_0993,GRP_0002,124.9,2022-05-10,completed,Payment for shared expenses
STL_00000099,USR_0290,USR_0993,GRP_0002,39.01,2022-05-10,completed,Clearing balance - May 2022
STL_00000100,USR_0290,USR_0348,GRP_0002,36.66,2022-05-10,completed,Clearing balance - May 2022
STL_00000101,USR_0163,USR_0348,GRP_0002,57.26,2022-05-10,pending,Monthly settlement for Floor 97 Gang
STL_00000102,USR_0147,USR_0543,GRP_0002,137.92,2022-06-09,completed,Settlement for office expenses
STL_00000103,USR_0290,USR_0543,GRP_0002,113.55,2022-06-09,completed,Settlement for office expenses
STL_00000104,USR_0163,USR_0543,GRP_0002,28.62,2022-06-09,completed,Monthly settlement for Floor 97 Gang
STL_00000105,USR_0163,USR_0993,GRP_0002,59.95,2022-06-09,pending,Settlement for office expenses
STL_00000106,USR_0147,USR_0543,GRP_0002,145.83,2022-07-09,completed,Payment for shared expenses
STL_00000107,USR_0163,USR_0543,GRP_0002,143.32,2022-07-09,completed,Clearing balance - July 2022
STL_00000108,USR_0290,USR_0543,GRP_0002,47.46,2022-07-09,completed,Settlement for office expenses
STL_00000109,USR_0290,USR_0993,GRP_0002,18.18,2022-07-09,completed,Monthly settlement for Floor 97 Gang
STL_00000110,USR_0348,USR_0993,GRP_0002,16.14,2022-07-09,completed,Clearing balance - July 2022
STL_00000111,USR_0147,USR_0543,GRP_0002,161.33,2022-08-08,completed,Monthly settlement for Floor 97 Gang
STL_00000112,USR_0163,USR_0543,GRP_0002,116.84,2022-08-08,completed,Monthly settlement for Floor 97 Gang
STL_00000113,USR_0348,USR_0993,GRP_0002,41.93,2022-08-08,completed,Clearing balance - August 2022
STL_00000114,USR_0147,USR_0543,GRP_0002,210.96,2022-09-07,completed,Settlement for office expenses
STL_00000115,USR_0348,USR_0543,GRP_0002,81.57,2022-09-07,completed,Monthly settlement for Floor 97 Gang
STL_00000116,USR_0348,USR_0260,GRP_0002,76.01,2022-09-07,pending,Settlement for office expenses
STL_00000117,USR_0163,USR_0260,GRP_0002,43.44,2022-09-07,completed,Settlement for office expenses
STL_00000118,USR_0163,USR_0993,GRP_0002,3.81,2022-09-07,completed,Settlement for office expenses
STL_00000119,USR_0163,USR_0290,GRP_0002,2.47,2022-09-07,completed,Payment for shared expenses
STL_00000120,USR_0147,USR_0543,GRP_0002,229.01,2022-10-07,completed,Clearing balance - October 2022
STL_00000121,USR_0348,USR_0543,GRP_0002,90.85,2022-10-07,rejected,Payment for shared expenses
STL_00000122,USR_0348,USR_0260,GRP_0002,102.39,2022-10-07,completed,Payment for shared expenses
STL_00000123,USR_0163,USR_0260,GRP_0002,66.44,2022-10-07,completed,Payment for shared expenses
STL_00000124,USR_0163,USR_0290,GRP_0002,55.07,2022-10-07,completed,Payment for shared expenses
STL_00000125,USR_0147,USR_0543,GRP_0002,256.0,2022-11-06,completed,Settlement for office expenses
STL_00000126,USR_0348,USR_0543,GRP_0002,37.54,2022-11-06,completed,Clearing balance - November 2022
STL_00000127,USR_0348,USR_0260,GRP_0002,99.5,2022-11-06,completed,Payment for shared expenses
STL_00000128,USR_0163,USR_0260,GRP_0002,98.35,2022-11-06,pending,Payment for shared expenses
STL_00000129,USR_0163,USR_0993,GRP_0002,19.66,2022-11-06,completed,Clearing balance - November 2022
STL_00000130,USR_0147,USR_0543,GRP_0002,248.22,2022-12-06,rejected,Monthly settlement for Floor 97 Gang
STL_00000131,USR_0147,USR_0260,GRP_0002,11.56,2022-12-06,completed,Settlement for office expenses
STL_00000132,USR_0348,USR_0260,GRP_0002,159.61,2022-12-06,completed,Monthly settlement for Floor 97 Gang
STL_00000133,USR_0348,USR_0290,GRP_0002,24.99,2022-12-06,rejected,Monthly settlement for Floor 97 Gang
STL_00000134,USR_0147,USR_0260,GRP_0002,364.93,2023-01-05,completed,Settlement for office expenses
STL_00000135,USR_0147,USR_0543,GRP_0002,55.43,2023-01-05,completed,Monthly settlement for Floor 97 Gang
STL_00000136,USR_0348,USR_0543,GRP_0002,158.68,2023-01-05,completed,Payment for shared expenses
STL_00000137,USR_0348,USR_0290,GRP_0002,33.01,2023-01-05,completed,Clearing balance - January 2023
STL_00000138,USR_0993,USR_0290,GRP_0002,6.49,2023-01-05,completed,Payment for shared expenses
STL_00000139,USR_0147,USR_0260,GRP_0002,348.94,2023-02-04,completed,Settlement for office expenses
STL_00000140,USR_0147,USR_0543,GRP_0002,58.59,2023-02-04,completed,Payment for shared expenses
STL_00000141,USR_0348,USR_0543,GRP_0002,157.69,2023-02-04,completed,Settlement for office expenses
STL_00000142,USR_0348,USR_0290,GRP_0002,13.5,2023-02-04,rejected,Clearing balance - February 2023
STL_00000143,USR_0163,USR_0290,GRP_0002,18.51,2023-02-04,completed,Clearing balance - February 2023
STL_00000144,USR_0147,USR_0260,GRP_0002,403.98,2023-03-06,completed,Clearing balance - March 2023
STL_00000145,USR_0147,USR_0543,GRP_0002,52.87,2023-03-06,completed,Settlement for office expenses
STL_00000146,USR_0348,USR_0543,GRP_0002,158.87,2023-03-06,completed,Monthly settlement for Floor 97 Gang
STL_00000147,USR_0348,USR_0290,GRP_0002,48.18,2023-03-06,completed,Clearing balance - March 2023
STL_00000148,USR_0163,USR_0290,GRP_0002,44.46,2023-03-06,completed,Clearing balance - March 2023
STL_00000149,USR_0993,USR_0290,GRP_0002,9.93,2023-03-06,rejected,Settlement for office expenses
STL_00000150,USR_0147,USR_0260,GRP_0002,365.57,2023-04-05,completed,Settlement for office expenses
STL_00000151,USR_0147,USR_0543,GRP_0002,46.1,2023-04-05,pending,Monthly settlement for Floor 97 Gang
STL_00000152,USR_0348,USR_0543,GRP_0002,78.94,2023-04-05,pending,Clearing balance - April 2023
STL_00000153,USR_0993,USR_0543,GRP_0002,34.15,2023-04-05,completed,Monthly settlement for Floor 97 Gang
STL_00000154,USR_0163,USR_0543,GRP_0002,5.2,2023-04-05,completed,Monthly settlement for Floor 97 Gang
STL_00000155,USR_0147,USR_0260,GRP_0002,348.57,2023-05-05,completed,Payment for shared expenses
STL_00000156,USR_0147,USR_0543,GRP_0002,62.16,2023-05-05,completed,Payment for shared expenses
STL_00000157,USR_0348,USR_0543,GRP_0002,138.56,2023-05-05,completed,Clearing balance - May 2023
STL_00000158,USR_0163,USR_0543,GRP_0002,3.42,2023-05-05,completed,Monthly settlement for Floor 97 Gang
STL_00000159,USR_0147,USR_0260,GRP_0002,294.71,2023-06-04,completed,Clearing balance - June 2023
STL_00000160,USR_0147,USR_0543,GRP_0002,141.9,2023-06-04,completed,Clearing balance - June 2023
STL_00000161,USR_0348,USR_0543,GRP_0002,138.2,2023-06-04,completed,Settlement for office expenses
STL_00000162,USR_0163,USR_0543,GRP_0002,5.71,2023-06-04,completed,Clearing balance - June 2023
STL_00000163,USR_0163,USR_0993,GRP_0002,39.72,2023-06-04,pending,Settlement for office expenses
STL_00000164,USR_0147,USR_0260,GRP_0002,246.86,2023-07-04,completed,Monthly settlement for Floor 97 Gang
STL_00000165,USR_0147,USR_0543,GRP_0002,217.58,2023-07-04,pending,Payment for shared expenses
STL_00000166,USR_0348,USR_0543,GRP_0002,21.08,2023-07-04,completed,Payment for shared expenses
STL_00000167,USR_0348,USR_0993,GRP_0002,66.22,2023-07-04,completed,Payment for shared expenses
STL_00000168,USR_0348,USR_0290,GRP_0002,31.35,2023-07-04,pending,Clearing balance - July 2023
STL_00000169,USR_0147,USR_0543,GRP_0002,371.13,2023-08-03,completed,Monthly settlement for Floor 97 Gang
STL_00000170,USR_0147,USR_0260,GRP_0002,143.95,2023-08-03,completed,Settlement for office expenses
STL_00000171,USR_0348,USR_0260,GRP_0002,164.37,2023-08-03,completed,Payment for shared expenses
STL_00000172,USR_0348,USR_0163,GRP_0002,16.39,2023-08-03,completed,Monthly settlement for Floor 97 Gang
STL_00000173,USR_0348,USR_0993,GRP_0002,5.67,2023-08-03,completed,Monthly settlement for Floor 97 Gang
STL_00000174,USR_0147,USR_0260,GRP_0002,423.35,2023-09-02,rejected,Settlement for office expenses
STL_00000175,USR_0147,USR_0543,GRP_0002,127.48,2023-09-02,completed,Monthly settlement for Floor 97 Gang
STL_00000176,USR_0348,USR_0543,GRP_0002,244.39,2023-09-02,completed,Settlement for office expenses
STL_00000177,USR_0348,USR_0993,GRP_0002,18.55,2023-09-02,completed,Settlement for office expenses
STL_00000178,USR_0163,USR_0993,GRP_0002,7.39,2023-09-02,completed,Payment for shared expenses
STL_00000179,USR_0147,USR_0260,GRP_0002,480.87,2023-10-02,completed,Payment for shared expenses
STL_00000180,USR_0147,USR_0543,GRP_0002,89.71,2023-10-02,pending,Payment for shared expenses
STL_00000181,USR_0348,USR_0543,GRP_0002,242.99,2023-10-02,completed,Clearing balance - October 2023
STL_00000182,USR_0348,USR_0993,GRP_0002,14.57,2023-10-02,completed,Clearing balance - October 2023
STL_00000183,USR_0147,USR_0260,GRP_0002,476.8,2023-11-01,completed,Payment for shared expenses
STL_00000184,USR_0147,USR_0543,GRP_0002,151.12,2023-11-01,rejected,Monthly settlement for Floor 97 Gang
STL_00000185,USR_0348,USR_0543,GRP_0002,155.51,2023-11-01,completed,Settlement for office expenses
STL_00000186,USR_0348,USR_0993,GRP_0002,9.14,2023-11-01,pending,Clearing balance - November 2023
STL_00000187,USR_0147,USR_0260,GRP_0002,575.4,2023-12-01,pending,Payment for shared expenses
STL_00000188,USR_0147,USR_0543,GRP_0002,51.4,2023-12-01,completed,Monthly settlement for Floor 97 Gang
STL_00000189,USR_0348,USR_0543,GRP_0002,229.36,2023-12-01,rejected,Settlement for office expenses
STL_00000190,USR_0290,USR_0543,GRP_0002,11.95,2023-12-01,completed,Monthly settlement for Floor 97 Gang
STL_00000191,USR_0290,USR_0993,GRP_0002,114.17,2023-12-01,completed,Settlement for office expenses
STL_00000192,USR_0290,USR_0163,GRP_0002,30.69,2023-12-01,completed,Payment for shared expenses
STL_00000193,USR_0147,USR_0260,GRP_0002,544.92,2023-12-31,pending,Payment for shared expenses
STL_00000194,USR_0348,USR_0260,GRP_0002,95.97,2023-12-31,completed,Settlement for office expenses
STL_00000195,USR_0348,USR_0543,GRP_0002,184.08,2023-12-31,completed,Payment for shared expenses
STL_00000196,USR_0290,USR_0543,GRP_0002,145.49,2023-12-31,completed,Settlement for office expenses
STL_00000197,USR_0290,USR_0993,GRP_0002,41.18,2023-12-31,completed,Settlement for office expenses
STL_00000198,USR_0147,USR_0260,GRP_0002,571.54,2024-01-30,completed,Settlement for office expenses
STL_00000199,USR_0348,USR_0260,GRP_0002,100.73,2024-01-30,completed,Payment for shared expenses
STL_00000200,USR_0348,USR_0543,GRP_0002,193.84,2024-01-30,completed,Settlement for office expenses
STL_00000201,USR_0290,USR_0543,GRP_0002,174.33,2024-01-30,completed,Clearing balance - January 2024
STL_00000202,USR_0290,USR_0993,GRP_0002,15.9,2024-01-30,completed,Monthly settlement for Floor 97 Gang
STL_00000203,USR_0147,USR_0260,GRP_0002,663.71,2024-02-29,completed,Settlement for office expenses
STL_00000204,USR_0348,USR_0260,GRP_0002,76.78,2024-02-29,completed,Monthly settlement for Floor 97 Gang
STL_00000205,USR_0348,USR_0543,GRP_0002,280.47,2024-02-29,completed,Clearing balance - February 2024
STL_00000206,USR_0348,USR_0993,GRP_0002,10.31,2024-02-29,completed,Settlement for office expenses
STL_00000207,USR_0290,USR_0993,GRP_0002,51.91,2024-02-29,completed,Clearing balance - February 2024
STL_00000208,USR_0290,USR_0163,GRP_0002,59.9,2024-02-29,pending,Settlement for office expenses
STL_00000209,USR_0147,USR_0260,GRP_0002,672.55,2024-03-30,completed,Settlement for office expenses
STL_00000210,USR_0348,USR_0260,GRP_0002,33.97,2024-03-30,completed,Payment for shared expenses
STL_00000211,USR_0348,USR_0543,GRP_0002,290.33,2024-03-30,completed,Monthly settlement for Floor 97 Gang
STL_00000212,USR_0348,USR_0993,GRP_0002,80.71,2024-03-30,completed,Settlement for office expenses
STL_00000213,USR_0290,USR_0993,GRP_0002,5.7,2024-03-30,completed,Monthly settlement for Floor 97 Gang
STL_00000214,USR_0290,USR_0163,GRP_0002,39.86,2024-03-30,completed,Clearing balance - March 2024
STL_00000215,USR_0147,USR_0260,GRP_0002,650.51,2024-04-29,completed,Settlement for office expenses
STL_00000216,USR_0147,USR_0543,GRP_0002,5.36,2024-04-29,completed,Payment for shared expenses
STL_00000217,USR_0348,USR_0543,GRP_0002,235.93,2024-04-29,completed,Settlement for office expenses
STL_00000218,USR_0348,USR_0993,GRP_0002,64.59,2024-04-29,completed,Clearing balance - April 2024
STL_00000219,USR_0348,USR_0163,GRP_0002,27.15,2024-04-29,completed,Settlement for office expenses
STL_00000220,USR_0147,USR_0260,GRP_0002,659.72,2024-05-29,pending,Clearing balance - May 2024
STL_00000221,USR_0348,USR_0260,GRP_0002,59.49,2024-05-29,pending,Clearing balance - May 2024
STL_00000222,USR_0348,USR_0543,GRP_0002,236.47,2024-05-29,completed,Payment for shared expenses
STL_00000223,USR_0348,USR_0993,GRP_0002,77.8,2024-05-29,completed,Monthly settlement for Floor 97 Gang
STL_00000224,USR_0290,USR_0993,GRP_0002,39.61,2024-05-29,completed,Payment for shared expenses
STL_00000225,USR_0290,USR_0163,GRP_0002,38.78,2024-05-29,completed,Monthly settlement for Floor 97 Gang
STL_00000226,USR_0147,USR_0260,GRP_0002,558.83,2024-06-28,completed,Monthly settlement for Floor 97 Gang
STL_00000227,USR_0348,USR_0260,GRP_0002,189.64,2024-06-28,pending,Clearing balance - June 2024
STL_00000228,USR_0348,USR_0543,GRP_0002,190.93,2024-06-28,rejected,Clearing balance - June 2024
STL_00000229,USR_0348,USR_0993,GRP_0002,26.38,2024-06-28,completed,Clearing balance - June 2024
STL_00000230,USR_0290,USR_0993,GRP_0002,163.16,2024-06-28,completed,Monthly settlement for Floor 97 Gang
STL_00000231,USR_0147,USR_0260,GRP_0002,619.71,2024-07-28,completed,Monthly settlement for Floor 97 Gang
STL_00000232,USR_0348,USR_0260,GRP_0002,139.63,2024-07-28,completed,Settlement for office expenses
STL_00000233,USR_0348,USR_0993,GRP_0002,250.67,2024-07-28,completed,Settlement for office expenses
STL_00000234,USR_0290,USR_0993,GRP_0002,75.23,2024-07-28,pending,Monthly settlement for Floor 97 Gang
STL_00000235,USR_0290,USR_0543,GRP_0002,29.5,2024-07-28,completed,Monthly settlement for Floor 97 Gang
STL_00000236,USR_0163,USR_0543,GRP_0002,14.73,2024-07-28,pending,Payment for shared expenses
STL_00000237,USR_0147,USR_0260,GRP_0002,706.43,2024-08-27,pending,Monthly settlement for Floor 97 Gang
STL_00000238,USR_0348,USR_0260,GRP_0002,71.47,2024-08-27,completed,Payment for shared expenses
STL_00000239,USR_0348,USR_0993,GRP_0002,321.2,2024-08-27,completed,Monthly settlement for Floor 97 Gang
STL_00000240,USR_0290,USR_0993,GRP_0002,45.42,2024-08-27,completed,Clearing balance - August 2024
STL_00000241,USR_0290,USR_0543,GRP_0002,31.57,2024-08-27,completed,Clearing balance - August 2024
STL_00000242,USR_0163,USR_0543,GRP_0002,55.07,2024-08-27,completed,Payment for shared expenses
STL_00000243,USR_0147,USR_0260,GRP_0002,733.33,2024-09-26,completed,Monthly settlement for Floor 97 Gang
STL_00000244,USR_0348,USR_0260,GRP_0002,99.73,2024-09-26,completed,Settlement for office expenses
STL_00000245,USR_0348,USR_0993,GRP_0002,310.06,2024-09-26,completed,Settlement for office expenses
STL_00000246,USR_0290,USR_0993,GRP_0002,37.05,2024-09-26,completed,Settlement for office expenses
STL_00000247,USR_0290,USR_0543,GRP_0002,41.74,2024-09-26,completed,Clearing balance - September 2024
STL_00000248,USR_0163,USR_0543,GRP_0002,61.57,2024-09-26,completed,Monthly settlement for Floor 97 Gang
STL_00000249,USR_0475,USR_0543,GRP_0002,10.89,2024-09-26,completed,Payment for shared expenses
STL_00000250,USR_0147,USR_0260,GRP_0002,762.59,2024-10-26,completed,Payment for shared expenses
STL_00000251,USR_0348,USR_0260,GRP_0002,140.5,2024-10-26,completed,Clearing balance - October 2024
STL_00000252,USR_0348,USR_0993,GRP_0002,280.12,2024-10-26,completed,Clearing balance - October 2024
STL_00000253,USR_0290,USR_0993,GRP_0002,53.72,2024-10-26,completed,Clearing balance - October 2024
STL_00000254,USR_0290,USR_0543,GRP_0002,33.89,2024-10-26,completed,Settlement for office expenses
STL_00000255,USR_0475,USR_0543,GRP_0002,79.77,2024-10-26,completed,Monthly settlement for Floor 97 Gang
STL_00000256,USR_0163,USR_0543,GRP_0002,26.48,2024-10-26,completed,Payment for shared expenses
STL_00000257,USR_0147,USR_0260,GRP_0002,816.12,2024-11-25,completed,Clearing balance - November 2024
STL_00000258,USR_0348,USR_0260,GRP_0002,230.1,2024-11-25,completed,Clearing balance - November 2024
STL_00000259,USR_0348,USR_0993,GRP_0002,206.65,2024-11-25,completed,Clearing balance - November 2024
STL_00000260,USR_0475,USR_0993,GRP_0002,173.06,2024-11-25,completed,Settlement for office expenses
STL_00000261,USR_0290,USR_0993,GRP_0002,3.89,2024-11-25,completed,Settlement for office expenses
STL_00000262,USR_0290,USR_0543,GRP_0002,65.76,2024-11-25,completed,Clearing balance - November 2024
STL_00000263,USR_0147,USR_0260,GRP_0002,796.37,2024-12-25,completed,Clearing balance - December 2024
STL_00000264,USR_0348,USR_0260,GRP_0002,295.68,2024-12-25,pending,Clearing balance - December 2024
STL_00000265,USR_0348,USR_0993,GRP_0002,205.64,2024-12-25,completed,Settlement for office expenses
