user_id,age,occupation_type,city_tier,monthly_income_npr,income_type,family_dependency_count,rent_status,financial_persona,activity_rate,spend_multiplier,saving_rate,shared_tendency,city_price_multiplier
NPU_00045,23,rent,major_city,40400.0,fixed,1,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00046,35,rent,major_city,136000.0,fixed,0,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00047,40,high,kathmandu_valley,49900.0,fixed,0,family_home,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00048,46,salaried,kathmandu_valley,99700.0,fixed,0,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00049,52,salaried,kathmandu_valley,57000.0,fixed,0,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00050,20,freelancer,town,100800.0,irregular,1,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00051,41,rent,town,64300.0,fixed,0,renter,rent_pressure_user,0.52,0.9,0.03,0.4,0.88
NPU_00052,26,freelancer,major_city,60800.0,irregular,1,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00053,37,student,town,22000.0,fixed,0,owner,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00054,62,festival,rural,57900.0,fixed,3,family_home,festival_spike_user,0.58,1.02,0.08,0.48,0.72
NPU_00055,33,high,kathmandu_valley,82700.0,fixed,3,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00056,42,salaried,major_city,103000.0,fixed,0,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00057,42,salaried,kathmandu_valley,45000.0,fixed,1,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00058,35,business_owner,kathmandu_valley,316900.0,mixed,4,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00059,41,salaried,major_city,161500.0,fixed,3,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00060,49,business_owner,kathmandu_valley,267100.0,mixed,0,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00061,48,rent,kathmandu_valley,102800.0,fixed,2,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00062,22,festival,kathmandu_valley,39400.0,fixed,3,family_home,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00063,22,high,town,54400.0,fixed,2,renter,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00064,30,freelancer,kathmandu_valley,174600.0,irregular,2,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00065,42,freelancer,town,116100.0,irregular,2,owner,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00066,41,student,kathmandu_valley,42800.0,fixed,2,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00067,53,high,town,171000.0,fixed,3,renter,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00068,61,salaried,kathmandu_valley,80500.0,fixed,0,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00069,26,salaried,major_city,197600.0,fixed,4,family_home,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00070,44,salaried,major_city,181700.0,fixed,2,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00071,23,student,town,17000.0,fixed,2,family_home,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00072,23,student,major_city,8000.0,fixed,1,renter,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00073,53,salaried,kathmandu_valley,116700.0,fixed,0,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00074,55,rent,kathmandu_valley,69500.0,fixed,0,owner,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00075,50,business_owner,town,235400.0,mixed,0,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00076,61,salaried,town,102100.0,fixed,4,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00077,57,student,kathmandu_valley,30000.0,fixed,3,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00078,47,rent,kathmandu_valley,81500.0,fixed,4,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00079,23,business_owner,town,149200.0,mixed,1,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00080,23,business_owner,town,111800.0,mixed,2,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
