user_id,age,occupation_type,city_tier,monthly_income_npr,income_type,family_dependency_count,rent_status,financial_persona,activity_rate,spend_multiplier,saving_rate,shared_tendency,city_price_multiplier
NPU_00045,23,rent,major_city,40400.0,fixed,1,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00046,35,rent,major_city,136000.0,fixed,0,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00047,40,high,kathmandu_valley,49900.0,fixed,0,family_home,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00048,46,salaried,kathmandu_valley,99700.0,fixed,0,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00049,52,salaried,kathmandu_valley,57000.0,fixed,0,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00050,20,freelancer,town,100800.0,irregular,1,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00051,41,rent,town,64300.0,fixed,0,renter,rent_pressure_user,0.52,0.9,0.03,0.4,0.88
NPU_00052,26,freelancer,major_city,60800.0,irregular,1,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00053,37,student,town,22000.0,fixed,0,owner,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00054,62,festival,rural,57900.0,fixed,3,family_home,festival_spike_user,0.58,1.02,0.08,0.48,0.72
NPU_00055,33,high,kathmandu_valley,82700.0,fixed,3,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00056,42,salaried,major_city,103000.0,fixed,0,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00057,42,salaried,kathmandu_valley,45000.0,fixed,1,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00058,35,business_owner,kathmandu_valley,316900.0,mixed,4,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00059,41,salaried,major_city,161500.0,fixed,3,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00060,49,business_owner,kathmandu_valley,267100.0,mixed,0,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00061,48,rent,kathmandu_valley,102800.0,fixed,2,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00062,22,festival,kathmandu_valley,39400.0,fixed,3,family_home,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00063,22,high,town,54400.0,fixed,2,renter,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00064,30,freelancer,kathmandu_valley,174600.0,irregular,2,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00065,42,freelancer,town,116100.0,irregular,2,owner,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00066,41,student,kathmandu_valley,42800.0,fixed,2,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00067,53,high,town,171000.0,fixed,3,renter,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00068,61,salaried,kathmandu_valley,80500.0,fixed,0,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00069,26,salaried,major_city,197600.0,fixed,4,family_home,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00070,44,salaried,major_city,181700.0,fixed,2,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00071,23,student,town,17000.0,fixed,2,family_home,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00072,23,student,major_city,8000.0,fixed,1,renter,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00073,53,salaried,kathmandu_valley,116700.0,fixed,0,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00074,55,rent,kathmandu_valley,69500.0,fixed,0,owner,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00075,50,business_owner,town,235400.0,mixed,0,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00076,61,salaried,town,102100.0,fixed,4,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00077,57,student,kathmandu_valley,30000.0,fixed,3,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00078,47,rent,kathmandu_valley,81500.0,fixed,4,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00079,23,business_owner,town,149200.0,mixed,1,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00080,23,business_owner,town,111800.0,mixed,2,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00081,53,salaried,town,161500.0,fixed,0,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00082,47,student,rural,8000.0,fixed,0,renter,student_low_budget,0.46,0.55,0.04,0.45,0.72
NPU_00083,44,salaried,rural,45400.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.72
NPU_00084,55,salaried,rural,53800.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.72
NPU_00085,40,business_owner,rural,191400.0,mixed,1,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.72
NPU_00086,42,student,kathmandu_valley,20700.0,fixed,1,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00087,25,freelancer,major_city,109900.0,irregular,0,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00088,37,salaried,kathmandu_valley,55300.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00089,44,freelancer,major_city,73900.0,irregular,2,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00090,49,high,major_city,50700.0,fixed,2,renter,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00091,24,freelancer,town,97300.0,irregular,1,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00092,62,high,kathmandu_valley,59500.0,fixed,1,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00093,21,student,town,23200.0,fixed,1,renter,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00094,31,salaried,town,54000.0,fixed,3,owner,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00095,50,salaried,kathmandu_valley,58900.0,fixed,1,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00096,23,debt,town,57000.0,fixed,2,family_home,debt_repayment_user,0.5,0.82,0.02,0.22,0.88
NPU_00097,50,salaried,town,83500.0,fixed,2,renter,salaried_family_support,0.58,1.06,0.08,0.28,0.88
NPU_00098,28,salaried,town,159200.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00099,58,debt,kathmandu_valley,167700.0,fixed,0,family_home,debt_repayment_user,0.5,0.82,0.02,0.22,1.25
NPU_00100,36,salaried,major_city,71700.0,fixed,0,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00101,27,student,kathmandu_valley,27000.0,fixed,2,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00102,41,student,kathmandu_valley,12100.0,fixed,2,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00103,52,business_owner,town,173300.0,mixed,2,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00104,35,rent,major_city,63600.0,fixed,3,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00105,36,festival,major_city,42500.0,fixed,1,family_home,festival_spike_user,0.58,1.02,0.08,0.48,1.05
NPU_00106,34,student,major_city,22800.0,fixed,2,renter,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00107,47,salaried,kathmandu_valley,59500.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00108,62,freelancer,kathmandu_valley,106800.0,irregular,2,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00109,65,debt,major_city,154000.0,fixed,4,family_home,debt_repayment_user,0.5,0.82,0.02,0.22,1.05
NPU_00110,54,debt,town,43000.0,fixed,0,family_home,debt_repayment_user,0.5,0.82,0.02,0.22,0.88
NPU_00111,38,salaried,major_city,99600.0,fixed,4,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00112,64,high,town,75200.0,fixed,0,renter,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00113,59,high,major_city,148500.0,fixed,4,renter,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00114,40,high,kathmandu_valley,67300.0,fixed,3,owner,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00115,63,rent,kathmandu_valley,28000.0,fixed,0,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00116,20,business_owner,town,99500.0,mixed,2,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00117,29,student,kathmandu_valley,42200.0,fixed,0,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00118,59,business_owner,kathmandu_valley,115600.0,mixed,3,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00119,55,salaried,town,157700.0,fixed,1,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00120,58,salaried,kathmandu_valley,78800.0,fixed,0,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00121,43,salaried,town,95500.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00122,65,student,major_city,8000.0,fixed,1,owner,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00123,21,salaried,kathmandu_valley,219000.0,fixed,0,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00124,21,salaried,major_city,170500.0,fixed,1,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00125,34,high,major_city,78700.0,fixed,0,renter,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00126,61,festival,major_city,30000.0,fixed,2,family_home,festival_spike_user,0.58,1.02,0.08,0.48,1.05
NPU_00127,26,salaried,kathmandu_valley,102900.0,fixed,3,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00128,25,freelancer,town,84400.0,irregular,1,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,0.88
NPU_00129,40,debt,town,61000.0,fixed,2,renter,debt_repayment_user,0.5,0.82,0.02,0.22,0.88
NPU_00130,26,business_owner,rural,184200.0,mixed,1,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.72
NPU_00131,20,festival,kathmandu_valley,48800.0,fixed,0,renter,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00132,29,freelancer,kathmandu_valley,80800.0,irregular,0,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00133,64,student,town,11500.0,fixed,1,renter,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00134,32,student,kathmandu_valley,10800.0,fixed,0,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00135,44,salaried,kathmandu_valley,127600.0,fixed,3,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00136,55,salaried,kathmandu_valley,35000.0,fixed,2,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00137,41,salaried,rural,35000.0,fixed,2,renter,salaried_balanced,0.62,1.0,0.14,0.35,0.72
NPU_00138,40,student,kathmandu_valley,22100.0,fixed,0,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00139,40,student,kathmandu_valley,8000.0,fixed,2,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00140,29,rent,kathmandu_valley,90100.0,fixed,2,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00141,29,high,town,95600.0,fixed,1,family_home,high_social_spender,0.76,1.35,0.05,0.7,0.88
NPU_00142,62,debt,major_city,46700.0,fixed,1,family_home,debt_repayment_user,0.5,0.82,0.02,0.22,1.05
NPU_00143,48,freelancer,kathmandu_valley,131200.0,irregular,0,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00144,33,salaried,kathmandu_valley,47900.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00145,25,high,kathmandu_valley,109300.0,fixed,0,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00146,46,business_owner,kathmandu_valley,160200.0,mixed,4,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00147,36,student,rural,31100.0,fixed,3,owner,student_low_budget,0.46,0.55,0.04,0.45,0.72
NPU_00148,24,freelancer,major_city,85100.0,irregular,0,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00149,27,salaried,town,35000.0,fixed,2,renter,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00150,18,rent,kathmandu_valley,33900.0,fixed,2,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00151,30,business_owner,town,283800.0,mixed,4,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00152,54,freelancer,kathmandu_valley,67300.0,irregular,2,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00153,25,student,rural,15200.0,fixed,0,owner,student_low_budget,0.46,0.55,0.04,0.45,0.72
NPU_00154,50,salaried,kathmandu_valley,35000.0,fixed,1,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00155,22,rent,major_city,50600.0,fixed,2,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00156,53,freelancer,kathmandu_valley,75100.0,irregular,3,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00157,39,student,kathmandu_valley,51000.0,fixed,4,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00158,19,business_owner,rural,166600.0,mixed,1,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.72
NPU_00159,45,freelancer,major_city,157600.0,irregular,1,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00160,62,salaried,major_city,88200.0,fixed,0,family_home,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00161,27,salaried,rural,37900.0,fixed,3,owner,salaried_balanced,0.62,1.0,0.14,0.35,0.72
NPU_00162,22,salaried,kathmandu_valley,35000.0,fixed,2,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00163,22,salaried,kathmandu_valley,37300.0,fixed,2,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00164,64,student,kathmandu_valley,16800.0,fixed,3,owner,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00165,35,festival,rural,40700.0,fixed,0,renter,festival_spike_user,0.58,1.02,0.08,0.48,0.72
NPU_00166,63,salaried,major_city,35000.0,fixed,3,family_home,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00167,39,freelancer,kathmandu_valley,94500.0,irregular,3,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00168,25,high,kathmandu_valley,40800.0,fixed,1,family_home,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00169,37,high,kathmandu_valley,67500.0,fixed,3,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00170,23,salaried,town,43000.0,fixed,1,renter,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00171,45,salaried,town,122900.0,fixed,1,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00172,59,salaried,kathmandu_valley,54600.0,fixed,4,owner,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00173,39,high,major_city,255000.0,fixed,2,renter,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00174,43,student,kathmandu_valley,24300.0,fixed,1,owner,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00175,25,salaried,major_city,35000.0,fixed,0,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00176,30,festival,kathmandu_valley,98200.0,fixed,1,renter,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00177,24,freelancer,kathmandu_valley,25000.0,irregular,3,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00178,57,salaried,rural,35000.0,fixed,0,renter,salaried_balanced,0.62,1.0,0.14,0.35,0.72
NPU_00179,48,high,major_city,94900.0,fixed,0,owner,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00180,56,salaried,major_city,85800.0,fixed,4,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00181,38,student,major_city,19400.0,fixed,2,renter,student_low_budget,0.46,0.55,0.04,0.45,1.05
NPU_00182,25,festival,kathmandu_valley,42300.0,fixed,1,family_home,festival_spike_user,0.58,1.02,0.08,0.48,1.25
NPU_00183,43,freelancer,major_city,119400.0,irregular,0,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00184,34,rent,kathmandu_valley,28000.0,fixed,3,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00185,26,debt,major_city,59400.0,fixed,4,renter,debt_repayment_user,0.5,0.82,0.02,0.22,1.05
NPU_00186,32,high,major_city,115300.0,fixed,2,family_home,high_social_spender,0.76,1.35,0.05,0.7,1.05
NPU_00187,37,festival,major_city,72600.0,fixed,1,renter,festival_spike_user,0.58,1.02,0.08,0.48,1.05
NPU_00188,34,student,kathmandu_valley,27500.0,fixed,2,family_home,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00189,25,student,kathmandu_valley,42000.0,fixed,3,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00190,55,business_owner,kathmandu_valley,133300.0,mixed,0,renter,business_owner_cash_heavy,0.72,1.55,0.12,0.3,1.25
NPU_00191,64,business_owner,rural,194200.0,mixed,2,owner,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.72
NPU_00192,44,freelancer,kathmandu_valley,92300.0,irregular,1,owner,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00193,43,salaried,town,114300.0,fixed,3,family_home,salaried_family_support,0.58,1.06,0.08,0.28,0.88
NPU_00194,37,salaried,rural,127000.0,fixed,1,family_home,salaried_family_support,0.58,1.06,0.08,0.28,0.72
NPU_00195,56,salaried,major_city,57500.0,fixed,4,owner,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00196,29,rent,rural,28000.0,fixed,3,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,0.72
NPU_00197,47,salaried,major_city,196600.0,fixed,1,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00198,48,freelancer,major_city,205800.0,irregular,3,owner,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.05
NPU_00199,39,salaried,kathmandu_valley,36000.0,fixed,3,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.25
NPU_00200,56,high,kathmandu_valley,83700.0,fixed,4,renter,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00201,60,salaried,major_city,161500.0,fixed,4,renter,salaried_balanced,0.62,1.0,0.14,0.35,1.05
NPU_00202,62,student,town,19700.0,fixed,3,family_home,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00203,25,student,town,27200.0,fixed,2,family_home,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00204,38,business_owner,town,108100.0,mixed,4,family_home,business_owner_cash_heavy,0.72,1.55,0.12,0.3,0.88
NPU_00205,33,student,town,32500.0,fixed,1,renter,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00206,33,student,town,10400.0,fixed,3,family_home,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00207,29,rent,major_city,85700.0,fixed,3,family_home,rent_pressure_user,0.52,0.9,0.03,0.4,1.05
NPU_00208,53,rent,kathmandu_valley,56400.0,fixed,0,renter,rent_pressure_user,0.52,0.9,0.03,0.4,1.25
NPU_00209,28,freelancer,kathmandu_valley,118500.0,irregular,1,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00210,18,student,town,50300.0,fixed,0,renter,student_low_budget,0.46,0.55,0.04,0.45,0.88
NPU_00211,39,rent,town,46700.0,fixed,0,renter,rent_pressure_user,0.52,0.9,0.03,0.4,0.88
NPU_00212,57,high,kathmandu_valley,97000.0,fixed,1,family_home,high_social_spender,0.76,1.35,0.05,0.7,1.25
NPU_00213,48,salaried,major_city,45000.0,fixed,3,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00214,28,student,kathmandu_valley,33300.0,fixed,3,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00215,26,debt,kathmandu_valley,56900.0,fixed,1,owner,debt_repayment_user,0.5,0.82,0.02,0.22,1.25
NPU_00216,39,debt,town,35500.0,fixed,0,family_home,debt_repayment_user,0.5,0.82,0.02,0.22,0.88
NPU_00217,53,salaried,town,37800.0,fixed,3,family_home,salaried_balanced,0.62,1.0,0.14,0.35,0.88
NPU_00218,44,student,kathmandu_valley,10100.0,fixed,1,renter,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00219,34,salaried,town,45000.0,fixed,1,renter,salaried_family_support,0.58,1.06,0.08,0.28,0.88
NPU_00220,44,freelancer,kathmandu_valley,148000.0,irregular,2,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00221,55,student,kathmandu_valley,16000.0,fixed,0,owner,student_low_budget,0.46,0.55,0.04,0.45,1.25
NPU_00222,49,salaried,major_city,76000.0,fixed,0,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.05
NPU_00223,19,freelancer,kathmandu_valley,55600.0,irregular,0,renter,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
NPU_00224,28,salaried,kathmandu_valley,82700.0,fixed,3,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00225,34,salaried,kathmandu_valley,221000.0,fixed,2,renter,salaried_family_support,0.58,1.06,0.08,0.28,1.25
NPU_00226,30,rent,rural,28000.0,fixed,0,renter,rent_pressure_user,0.52,0.9,0.03,0.4,0.72
NPU_00227,64,freelancer,kathmandu_valley,191700.0,irregular,3,family_home,freelancer_irregular_income,0.55,0.95,0.1,0.32,1.25
